full_text,text_final,skor_sentimen,label
"MAMPUKAH PROGRAM UNGGULAN PRABOWO DARI MULAI MBG HINGGA PERUMAHAN RAKYAT MENCIPTAKAN PERTUMBUHAN EKONOMI 8%?

Jakarta, 21 Maret 2026 - Presiden Prabowo Subianto tengah menargetkan pertumbuhan ekonomi Indonesia tembus ke angka 8%. Salah satu strateginya adalah dengan menciptakan https://t.co/0TPEs2wVr2",program unggul prabowo mbg rumah rakyat cipta tumbuh ekonomi jakarta maret presiden prabowo subianto target tumbuh ekonomi indonesia tembus angka salah strategi cipta,5,positif
"Presiden Prabowo Subianto memastikan program makan bergizi gratis (MBG) tetap berjalan di tengah kebijakan efisiensi anggaran akibat dampak konflik Timur Tengah.

&gt;&gt; https://t.co/rd0OMa8KBk https://t.co/C5VNhx4Ktv",presiden prabowo subianto program makan gizi gratis mbg jalan bijak efisiensi anggar akibat dampak konflik timur,4,positif
"@kenhans03 MBG itu yg dapat anak-anak orang kaya malahan nih
7 juta yg stunting tapi.....
""Hingga Februari 2026, Program Makan Bergizi Gratis (MBG) di Indonesia telah menjangkau sekitar 61,2 juta penerima manfaat per hari""",mbg anak anak orang kayak nih juta stunting februari program makan gizi gratis mbg indonesia jangkau juta terima manfaat,6,positif
"Jika berita ini benar, apa jadinya? Perasaan khawatir itu pasti ada 

Jangan antipati dulu, ini faktanya menu Makan Bergizi Gratis yang nutrisinya melampaui daging sapi atau telur: https://t.co/1GN6W0W9SU",berita asa khawatir jangan antipati fakta menu makan gizi gratis nutrisi lampau daging sapi telur,-13,negatif
"Presiden Prabowo Subianto tengah menargetkan pertumbuhan ekonomi Indonesia tembus ke angka 8%. Salah satu strateginya adalah dengan menciptakan banyak lapangan kerja. Berbagai inisiatif telah dilakukan untuk bisa menciptakan lapangan kerja, mencakup Makan Bergizi Gratis (MBG), https://t.co/w5Ozh0GLpD",presiden prabowo subianto target tumbuh ekonomi indonesia tembus angka salah strategi cipta lapang kerja inisiatif cipta lapang kerja cakup makan gizi gratis mbg,16,positif
"@arifin34533 Gak ada MBG jokowi bs jd presiden, mulan jamela jd anggota DPR, komeng jd anggota DPD, eko patrio jd anggota DPR, bahlil jd menteri .. jadi MBG bukan hal yg fundamental bukan hal yg prioritas ... makan bergizi itu tanggung jawab ortu  ... jangan nyuruh rakyat lain repot plisss",enggak mbg jokowi presiden mulan jamela anggota dpr komeng anggota dpd eko patrio anggota dpr bahlil menteri mbg bukan fundamental bukan prioritas makan gizi tanggung orang tua jangan nyuruh rakyat repot plisss,-33,negatif
"“Saya pertaruhkan kepemimpinan saya, 2029 kita lihat” 

Presiden Prabowo Subianto  juga memastikan anggaran program Makan Bergizi Gratis (MBG) tidak akan dipangkas.

Pernyataan Presiden soal kelanjutan MBG ini, menjadi salah satu topik yang disinggung di Presiden Menjawab part 2. https://t.co/Erv0aiZT7R",taruh pimpin lihat presiden prabowo subianto anggar program makan gizi gratis mbg tidak pangkas nyata presiden lanjut mbg salah topik singgung presiden part,9,positif
"@Beritasatu Asupan Makan Bergizi dah dari dulu Pak diberikan keanak2 yg stunting dan Ibu Hamil Serta Belita Pak Oleh Pegawai Gizinya dari Puskesmas... MBG ni apalah, Anggarannya Habis Untuk Bikin dapur Beli peralatan Dapur, Omprengnya Serta Mobil angkutannya Serta Gajih Pegawainya",asupan makan gizi deh anak stunting hamil belita pegawai gizi puskesmas mbg apa anggar habis bikin dapur beli alat dapur ompreng mobil angkut gajih pegawai,-3,negatif
Presiden Prabowo Subianto menegaskan program Makan Bergizi Gratis (MBG) tetap berjalan tanpa pemotongan anggaran meski ada dampak konflik Iran dengan AS dan Israel. Prabowo mengatakan anggaran MBG lebih baik digunakan untuk kebutuhan rakyat daripada berpotensi untuk dikorupsi. https://t.co/acU0XiConm,presiden prabowo subianto program makan gizi gratis mbg jalan tanpa potong anggar dampak konflik iran as israel prabowo anggar mbg butuh rakyat potensi korupsi,2,positif
"@triwul82 Wok @prabowo @Gerindra 
Asal kelen tau yah, sebelum ada MBG pun kami gak pernah kesulitan ngasih makan anak kami dgn makanan yg jauh lbh bergizi dari paket MBG.

Sekarang gara2 MBG harga kebutuhan melambung tinggi!",wok kelen tau mbg enggak sulit asih makan anak makan gizi paket mbg gara mbg harga butuh lambung,-5,negatif
"Saya Pertaruhkan Kepemimpinan Saya!""  : Antara Tekad Baja Prabowo &amp; Jebakan Boros ICOR 6,3

Di diskusi terbaru, Prabowo mengeluarkan pernyataan paling berani: Beliau siap MEMPERTARUHKAN KEPEMIMPINANNYA demi program Makan Bergizi Gratis (MBG). 

Sebuah pertaruhan politik yang https://t.co/uY0vTsj2qq",taruh pimpin tekad baja prabowo amp jebak boros icor diskusi baru prabowo keluar nyata berani beliau taruh pimpin program makan gizi gratis mbg taruh politik,10,positif
"Program Makan Bergizi Gratis (MBG) merupakan langkah strategis pemerintah dalam meningkatkan kualitas sumber daya manusia sejak dini dengan memastikan setiap anak mendapatkan asupan gizi yang cukup dan seimbang. 
#MBG
#MakanBergiziGratis
#GenerasiSehat
#IndonesiaMaju https://t.co/CtBdAaLW6f",program makan gizi gratis mbg langkah strategis perintah tingkat kualitas sumber daya manusia anak asupan gizi imbang,12,positif
"Program Makan Bergizi Gratis (MBG) yang anggarannya bengkak ke Rp335 T justru didera isu mark-up vendor &amp; kualitas buruk (nasi basi/tak layak). 

Jika pengawasan di level desa saja bolong, bagaimana mau tutup kebocoran ratusan triliun?",program makan gizi gratis mbg anggar bengkak rp t dera isu mark up vendor amp kualitas buruk nasi basi tak layak awas level desa bolong tutup bocor ratus triliun,-12,negatif
"4. Efisiensi Rp308 triliun. Semua pengeluaran akal-akalan dipotong.

Oke. Gw catat itu.
Tapi transfer ke daerah dipotong dari 30 persen ke 17 persen dan daerah yang kena dampaknya langsung. Gejolak di Pati. Pajak daerah naik karena tidak ada dana dari pusat. Infrastruktur daerah",efisiensi rp triliun keluar akal akal potong oke gue catat transfer daerah potong persen persen daerah kena dampak langsung gejolak pati pajak daerah tidak dana pusat infrastruktur daerah,-9,negatif
"Presiden Prabowo Subianto menyatakan program Makan Bergizi Gratis (MBG) tidak akan ditekan anggarannya, meski Indonesia terdampak krisis buntut konflik Iran dengan Amerika Serikat (AS) dan Israel.

Simak selengkapnya di sini: https://t.co/lx2QQvfmOj https://t.co/xBe58ylCIY",presiden prabowo subianto program makan gizi gratis mbg tidak tekan anggar indonesia dampak krisis buntut konflik iran amerika serikat as israel simak lengkap,-6,negatif
"Program Makan Bergizi Gratis (MBG) terus menghadirkan manfaat nyata bagi anak-anak di Indonesia Timur 🌟🍽️. Para tenaga pendidik melihat perubahan signifikan di kelas, di mana siswa tampak lebih energik, konsentrasi meningkat, dan semakin aktif dalam proses belajar 📚✨. https://t.co/S9zH1k4cWo",program makan gizi gratis mbg hadir manfaat nyata anak anak indonesia timur tenaga didik ubah signifikan kelas siswa energik konsentrasi tingkat aktif proses ajar,10,positif
"Pemerintah menyiapkan strategi penghematan energi di sektor pendidikan dengan menyesuaikan metode pembelajaran daring dan luring, menindaklanjuti arahan Presiden Prabowo Subianto untuk menekan konsumsi energi mulai April 2026... 

Menko PMK Pratikno menyebut kebijakan akan https://t.co/wrsBgc2V1A",perintah strategi hemat energi sektor didik sesuai metode ajar daring luring menindaklanjuti arah presiden prabowo subianto tekan konsumsi energi april menko pmk pratikno sebut bijak,0,netral
Lebaran adalah saat yg tepat untuk mempertanyakan pendapat handai taulan tentang Makan Bergizi Gratis,lebaran dapat handai taul makan gizi gratis,3,positif
"Makan Bergizi Gratis Tingkatkan Konsentrasi dan Prestasi Akademik Anak
#MakanBergiziGratis #MBG #CegahStunting #GenerasiEmas2045 #AnakIndonesiaSehat https://t.co/E3Hhw65qlS",makan gizi gratis tingkat konsentrasi prestasi akademik anak,2,positif
"""Program prioritas pemerintah, seperti peningkatan kerukunan, pemberantasan korupsi, peningkatan mutu dan sarana-prasarana pendidikan, penguatan ekonomi kerakyatan melalui Koperasi Merah Putih, dan pemenuhan gizi masyarakat melalui Makan Bergizi Gratis, merupakan langkah penting https://t.co/4robDRpySW",program prioritas perintah tingkat rukun berantas korupsi tingkat mutu sarana prasarana didik kuat ekonomi rakyat koperasi merah putih penuh gizi masyarakat makan gizi gratis langkah,7,positif
@blue_berets7 Masih lihat posisi matahari atau lihat jam kalau adzan??? https://t.co/9ALl31yuVd,lihat posisi matahari lihat jam adzan,11,positif
"Memang apa sih pentingnya MBG ??
Makan Bergizi Gratis bukan sekadar program, tapi langkah nyata menuju generasi Indonesia yang sehat, cerdas, dan berdaya.

#ProgramMBG
#MakanBergiziGratis
#MBG
#IndonesiaSehat
#IndonesiaEmas2045 https://t.co/4dP5MaIoxQ",sih mbg makan gizi gratis bukan program langkah nyata generasi indonesia sehat cerdas daya,7,positif
"Zakat Fitrah, Etika Pangan, dan Refleksi Program MBG

Oleh: Dzulfikar Ahmad Tawalla (Ketua Umum PP Pemuda Muhammadiyah

Di penghujung Ramadan, umat Islam menunaikan zakat fitrah sebagai penyempurna ibadah puasa. Nabi Muhammad SAW menjelaskan bahwa zakat fitrah berfungsi sebagai",zakat fitrah etika pangan refleksi program mbg dzulfikar ahmad tawalla ketua pp pemuda muhammadiyah hujung ramadan umat islam tunai zakat fitrah sempurna ibadah puasa nabi muhammad saw zakat fitrah fungsi,24,positif
"Di momen Idul Fitri 1447 H, SPPG Binakarya Cimekar 3 menghadirkan aksi Makan Bergizi Gratis bagi masyarakat. Kepedulian dan kebersamaan jadi bagian indah dari hari raya. 🤝 https://t.co/dPFPsjDmej",momen idul fitri h sppg binakarya cimekar hadir aksi makan gizi gratis masyarakat peduli sama indah raya,12,positif
"Ekonom Peringatkan Prabowo: Anggaran MBG Adalah ""Bom Waktu"" Fiskal &amp; Pendidikan .

Desakan realokasi anggaran Makan Bergizi Gratis (MBG) makin kencang. Para ekonom memperingatkan bahwa memaksakan katering massal triliunan rupiah di tengah ruang fiskal yang sempit adalah kebijakan https://t.co/2CTWHm76SZ",ekonom ingat prabowo anggar mbg bom fiskal amp didik desa realokasi anggar makan gizi gratis mbg kencang ekonom ingat paksa katering massal triliun rupiah ruang fiskal sempit bijak,-10,negatif
"Doni Gobay, Tokoh Pemuda Papua, angkat bicara: ""Program Makan Bergizi Gratis adalah langkah nyata menuju keadilan sosial. Pastikan anak-anak dari keluarga tidak mampu pun mendapatkan asupan gizi setiap hari!"" #ProgramMBG #DukungMBG #KeadilanSosial #GiziAnak #Papua https://t.co/XjjeZXYKlW",doni gobay tokoh pemuda papua angkat bicara program makan gizi gratis langkah nyata adil sosial pasti anak anak keluarga tidak asupan gizi,12,positif
"Di balik kesederhanaan, ada harapan besar yang terus tumbuh 🌱✨ Program Makan Bergizi Gratis (MBG) bukan sekadar tentang makanan, tapi tentang masa depan anak-anak Papua yang lebih sehat, kuat, dan penuh mimpi 🍽️💙Setiap suapan adalah energi untuk belajar. https://t.co/82NoxQcAVS",sederhana harap tumbuh program makan gizi gratis mbg bukan makan anak anak papua sehat kuat penuh mimpi suap energi ajar,-4,negatif
"@KopiBaru132 @sipartiga12277 @erlanishere tolol ngebandingin intoleran sm penjajahan tuh otak lu ketutup lemak, lu liat berita masjid dibakar di timur indonesia jg banyak tolol, ortu lu miskin ya gak bs ngasih makan lu makanan bergizi makanya lahir anak stunting otanya gak berkembang sempurna alis dongo goblok tolol akut",tolol ngebandingin intoleran jajah tuh otak lu tutup lemak lu lihat berita masjid bakar timur indonesia tolol orang tua lu miskin enggak asih makan lu makan gizi lahir anak stunting otanya enggak kembang sempurna alis dongo goblok tolol akut,-36,negatif
"Kejadian ini kembali menjadi pengingat pentingnya perhatian serius terhadap kondisi infrastruktur pendidikan.
Apa artinya Makan (katanya) Bergizi (yg tidak) Gratis - kalo tempat belajarnya tidak layak.

Kejadian pada 18 Maret 2026,
SD Inpres Oepula Desa Nifukani, Kecamatan https://t.co/gHi7AgYlo9",jadi ingat perhati serius kondisi infrastruktur didik makan gizi tidak gratis kalo ajar tidak layak jadi maret sd inpres oepula desa nifukani camat,-18,negatif
"Sinergi Sektor Swasta dalam Menyukseskan Program Makan Bergizi Gratis (MBG)

#MakanBergiziGratis https://t.co/s7wpgz62ht",sinergi sektor swasta sukses program makan gizi gratis mbg,7,positif
"“MBG: Makan Bergizi Gratis
Aku: akhirnya bisa makan sehat tanpa harus lihat saldo dulu 🙏”Kalau dulu makan mie instan biar hemat, sekarang makan bergizi biar kuat… kuat nambah lagi 🤣” https://t.co/slepJzoMgs",mbg makan gizi gratis makan sehat tanpa lihat saldo makan mie instan biar hemat makan gizi biar kuat kuat tambah,10,positif
"Kalau dulu makan mie instan biar hemat, sekarang makan bergizi biar kuat… kuat nambah lagi 🤣”Negara: makan bergizi gratis
Aku: siap! demi masa depan cerah… dan perut kenyang 🤝” https://t.co/Asdq31eM2N",makan mie instan biar hemat makan gizi biar kuat kuat tambah negara makan gizi gratis cerah perut kenyang,8,positif
Body lu aja keliatan kek ga pernah makan makanan yang bergizi.,body lu kayak enggak makan makan gizi,-3,negatif
"Perbaikan gizi anak kos, makan bergizi tanpa uprek sendiri wkwk https://t.co/YQjsB8wfr8",baik gizi anak kos makan gizi tanpa uprek wkwk,-1,negatif
"Ungkapan terimakasih dari anak anak Indonesia untuk presiden Prabowo Subianto atas hadirnya MBG sehingga mereka bisa dapat makan bergizi gratis 
_ https://t.co/eZfjJEKv2F",ungkap terimakasih anak anak indonesia presiden prabowo subianto hadir mbg makan gizi gratis,5,positif
"Badan Gizi Nasional (BGN) menyatakan setiap Satuan Pelayanan Pemenuhan Gizi (SPPG) rata-rata menerima dana sekitar Rp1 miliar per bulan untuk menjalankan program Makan Bergizi Gratis (MBG), yang kemudian berputar di wilayah masing-masing. Kepala BGN… https://t.co/Hy80tdCoYu https://t.co/t5Go2nPLKR",badan gizi nasional bgn satu layan penuh gizi sppg terima dana rp miliar jalan program makan gizi gratis mbg putar wilayah kepala bgn,9,positif
Manifesting suami kasi uang belanja 10k tapi minta makan enak bergizi.,manifesting suami kasih uang belanja kak makan enak gizi,1,positif
"@LambeSahamjja Kalian ini gimana kok gugat saya? 
Saya ini kan ingin mensejahterakan rakyat, puluhan juta saya kasih makan bergizi gratis, semua sy lakukan utk rakyat, kenapa tidak bersama apa tidak ingin Indonesia utk maju? 
Pasti agenda asing. 
Dialog dgn presiden Alien 👽",gugat sejahtera rakyat puluh juta kasih makan gizi gratis laku rakyat tidak tidak indonesia maju agenda asing dialog presiden alien,-2,negatif
"Akan tiba waktu suatu pemerintah mengaku sudah mensejahterakan guru namun gurunya tetap tidak sejahtera, anak putus sekolah tetap tinggi meski pemerintan terus bangun sekolah, Anak-anak diberikan makan bergizi tapi beracun, beasiswa diperluas tapi makin sedikit, pemerintah",perintah aku sejahtera guru guru tidak sejahtera anak putus sekolah intan bangun sekolah anak anak makan gizi racun beasiswa luas perintah,3,positif
"@kompascom Kocak!!! Sppg ditantang bikin makanan kualitas bintang 5. Gak usah halu ya, sppg bisa bikin makanan yg layak makan dan bergizi dgn budget 10.000 itu sudah prestasi luar biasa. Sppg belanjain Rp10.000 untuk MGB, bukan 8.000 atau 7.500 itu sudah kejujuran luar biasa hebattttt.",kocak sppg tantang bikin makan kualitas bintang enggak halu sppg bikin makan layak makan gizi budget prestasi sppg belanjain rp mgb bukan jujur hebattttt,-4,negatif
"Tidak ada yang namanya makan siang gratis.” – Milton Friedman. 

Narasi “Gratis” dalam program Makan Bergizi seringkali mengaburkan realita bahwa program ini dibiayai oleh APBN, yang sumber utamanya adalah Pajak Rakyat. Ketika kita menyebutnya “Gratis”, seolah-olah negara sedang https://t.co/368ZuIk7H4",tidak nama makan siang gratis milton friedman narasi gratis program makan gizi seringkali abur realita program biaya apbn sumber utama pajak rakyat sebut gratis olah negara,-5,negatif
"@tanyarlfes netizen ngehujat 'relawan' yg memang pantas dihujat. yg sombong bukan main sampe ngatain rakyat jelata, yg suka pamer duit gaji sedangkan sppg tempat dia kerja aja ga becus nyediain makanan bergizi buat anak anak, yg hobby bikin konten rage bait apalagi playing victim bilang",netizen hujat rawan hujat sombong bukan main katai rakyat jelata suka pamer duit gaji sppg kerja enggak becus nyediain makan gizi anak anak hobby bikin konten rage bait playing victim bilang,-37,negatif
@whiskershoney_ jita ga level makan rendang soalnya mbg dada suaminya lebih bergizi,jita enggak level makan rendang mbg dada suami gizi,0,netral
"""Saya berharap suatu hari keluar inovasi-inovasi makanan dari ahli gizi dan chef-chef profesional sehingga akan keluar khas Program Makan Bergizi yang kualitasnya sekelas bintang 5, tetapi harganya harga Program MBG dengan bahan baku Rp 10.000,"" ujar Dadan.

Baca selengkapnya: https://t.co/YCnTxOjWzT",harap inovasi inovasi makan ahli gizi chef chef profesional khas program makan gizi kualitas kelas bintang harga harga program mbg bahan baku rp dad baca lengkap,15,positif
